hotel_nombre;consumo_energia_kwh;residuos_generados_kg;porcentaje_reciclaje;uso_agua_m3;fecha
Alletra Resort;1619;1477;832;4437;2021-09-05
GreenLake Digital Business Suites;2496;1004;738;3958;2021-09-05
Apollo Resort & Spa;2105;1689;641;4947;2021-09-05
Nimble Inn;2815;1484;933;3170;2021-09-05
Ezmeral Grand Hotel;3569;1175;536;3399;2021-09-05
Alletra Boutique Hotel;1708;1364;516;4497;2021-09-05
Simplivity Golden Plaza Hotel;3353;1150;593;3834;2021-09-05
Cray Villas;2341;1111;894;3041;2021-09-05
Apollo Diamond Suites;2365;1927;864;3905;2021-09-05
Apollo Towers;2942;1383;887;3281;2021-09-05
Alletra Diamond Grand Hotel;2939;1975;862;3302;2021-09-06
ProLiant Towers;2893;1080;836;4297;2021-09-06
Aruba Luxury Lodge;2139;1016;563;4642;2021-09-06
InfoSight Boutique Hotel;3800;1356;889;4600;2021-09-06
Primera Grand;2032;1381;800;3041;2021-09-06
dHCI Executive Boutique Hotel;1877;1617;591;3361;2021-09-06
ProLiant Haven;2563;1594;822;4079;2021-09-06
Apollo Executive Beach Resort;3076;1746;610;4355;2021-09-06
Aruba Lodge;1342;1526;940;3310;2021-09-06
Alletra Haven;2186;1534;800;3334;2021-09-06
dHCI Platinum Beach Resort;2610;1599;743;3724;2021-09-06
GreenLake Platinum Heritage Inn;1375;1306;607;3396;2021-09-06
Pointnext Signature Residences & Suites;2854;1098;687;4514;2021-09-06
ProLiant Place;3854;1189;677;3096;2021-09-06
Synergy Golden Grand Hotel;3283;1193;838;4047;2021-09-06
Alletra Resort;3174;1424;883;4848;2021-09-06
GreenLake Digital Business Suites;2912;1831;749;3885;2021-09-06
Apollo Resort & Spa;2221;1493;782;3454;2021-09-06
Nimble Inn;2346;1205;785;4066;2021-09-06
Ezmeral Grand Hotel;1754;1844;523;4846;2021-09-06
Alletra Boutique Hotel;1547;1586;732;4801;2021-09-06
Simplivity Golden Plaza Hotel;1348;1120;570;4270;2021-09-06
Cray Villas;2318;1739;563;4452;2021-09-06
Apollo Diamond Suites;1680;1242;589;3206;2021-09-06
Apollo Towers;2525;1801;836;4944;2021-09-06
Alletra Diamond Grand Hotel;1587;1983;888;4092;2021-09-07
ProLiant Towers;1751;1837;928;4406;2021-09-07
Aruba Luxury Lodge;2743;1796;866;3725;2021-09-07
InfoSight Boutique Hotel;3360;1812;765;4809;2021-09-07
Primera Grand;3456;1996;776;4912;2021-09-07
dHCI Executive Boutique Hotel;2873;1236;684;4368;2021-09-07
ProLiant Haven;1257;1890;836;4447;2021-09-07
Apollo Executive Beach Resort;1163;1993;652;4101;2021-09-07
Aruba Lodge;1543;1933;670;3716;2021-09-07
Alletra Haven;3332;1656;579;4815;2021-09-07
dHCI Platinum Beach Resort;3552;1830;732;3471;2021-09-07
GreenLake Platinum Heritage Inn;3551;1834;811;3005;2021-09-07
Pointnext Signature Residences & Suites;1971;1955;529;4382;2021-09-07
ProLiant Place;2547;1334;759;3808;2021-09-07
Synergy Golden Grand Hotel;3725;1476;668;3270;2021-09-07
Alletra Resort;3368;1994;538;4282;2021-09-07
GreenLake Digital Business Suites;1297;1046;749;3121;2021-09-07
Apollo Resort & Spa;2273;1159;644;3393;2021-09-07
Nimble Inn;3201;1350;580;3290;2021-09-07
Ezmeral Grand Hotel;1946;1062;854;3006;2021-09-07
Alletra Boutique Hotel;3156;1973;646;3166;2021-09-07
Simplivity Golden Plaza Hotel;2775;1984;733;4540;2021-09-07
Cray Villas;3610;1655;936;4783;2021-09-07
Apollo Diamond Suites;2270;1549;949;3154;2021-09-07
Apollo Towers;3661;1901;924;4426;2021-09-07
Alletra Diamond Grand Hotel;2253;1441;835;3464;2021-09-08
ProLiant Towers;1469;1310;754;3212;2021-09-08
Aruba Luxury Lodge;1412;1802;847;4717;2021-09-08
InfoSight Boutique Hotel;3961;1682;910;4846;2021-09-08
Primera Grand;1392;1621;718;3733;2021-09-08
dHCI Executive Boutique Hotel;3241;1550;640;3199;2021-09-08
ProLiant Haven;2788;1459;589;3754;2021-09-08
Apollo Executive Beach Resort;2743;1794;753;3801;2021-09-08
Aruba Lodge;3460;1492;689;4756;2021-09-08
Alletra Haven;2957;1434;903;4981;2021-09-08
dHCI Platinum Beach Resort;3794;1984;821;4579;2021-09-08
GreenLake Platinum Heritage Inn;3412;1662;599;3230;2021-09-08
Pointnext Signature Residences & Suites;1604;1397;765;3862;2021-09-08
ProLiant Place;2400;1266;694;3294;2021-09-08
Synergy Golden Grand Hotel;2084;1745;849;3711;2021-09-08
Alletra Resort;1460;1092;842;4859;2021-09-08
GreenLake Digital Business Suites;3112;1245;874;3925;2021-09-08
Apollo Resort & Spa;2819;1927;860;3121;2021-09-08
Nimble Inn;3526;1304;528;4259;2021-09-08
Ezmeral Grand Hotel;3837;1854;655;4317;2021-09-08
Alletra Boutique Hotel;1736;1100;755;3895;2021-09-08
Simplivity Golden Plaza Hotel;1250;1747;564;3675;2021-09-08
Cray Villas;2044;1380;890;4844;2021-09-08
Apollo Diamond Suites;3136;1966;514;3005;2021-09-08
Apollo Towers;3780;1156;610;4668;2021-09-08
Alletra Diamond Grand Hotel;1575;1447;909;4571;2021-09-09
ProLiant Towers;2802;1438;715;4296;2021-09-09
Aruba Luxury Lodge;3704;1664;602;3846;2021-09-09
InfoSight Boutique Hotel;1971;1329;650;3625;2021-09-09
Primera Grand;2719;1406;942;4265;2021-09-09
dHCI Executive Boutique Hotel;3202;1122;703;4987;2021-09-09
ProLiant Haven;2393;1653;860;4413;2021-09-09
Apollo Executive Beach Resort;3450;1956;525;4384;2021-09-09
Aruba Lodge;1931;1158;710;3558;2021-09-09
Alletra Haven;2248;1764;583;3381;2021-09-09
dHCI Platinum Beach Resort;1843;1023;899;3090;2021-09-09
GreenLake Platinum Heritage Inn;1359;1080;601;4827;2021-09-09
Pointnext Signature Residences & Suites;1983;1862;584;4567;2021-09-09
ProLiant Place;1977;1318;826;4182;2021-09-09
Synergy Golden Grand Hotel;2331;1729;805;4350;2021-09-09
Alletra Resort;3232;1628;638;4630;2021-09-09
GreenLake Digital Business Suites;2202;1721;907;4763;2021-09-09
Apollo Resort & Spa;1381;1174;860;4528;2021-09-09
Nimble Inn;3355;1071;530;3128;2021-09-09
Ezmeral Grand Hotel;1323;1870;802;3901;2021-09-09
Alletra Boutique Hotel;3955;1554;883;3696;2021-09-09
Simplivity Golden Plaza Hotel;1803;1231;756;3583;2021-09-09
Cray Villas;1961;1738;502;3753;2021-09-09
Apollo Diamond Suites;2071;1948;633;3642;2021-09-09
Apollo Towers;3983;1698;727;3526;2021-09-09
Alletra Diamond Grand Hotel;3706;1959;755;4760;2021-09-10
ProLiant Towers;1550;1428;758;4829;2021-09-10
Aruba Luxury Lodge;1767;1554;729;4784;2021-09-10
InfoSight Boutique Hotel;3764;1626;631;4708;2021-09-10
Primera Grand;2956;1856;931;3650;2021-09-10
dHCI Executive Boutique Hotel;2110;1259;715;3023;2021-09-10
ProLiant Haven;1233;1183;606;3301;2021-09-10
Apollo Executive Beach Resort;2381;1204;755;3578;2021-09-10
Aruba Lodge;3866;1459;793;4053;2021-09-10
Alletra Haven;3278;1601;641;4211;2021-09-10
dHCI Platinum Beach Resort;1762;1296;619;4988;2021-09-10
GreenLake Platinum Heritage Inn;2414;1664;914;4977;2021-09-10
Pointnext Signature Residences & Suites;3047;1731;938;3038;2021-09-10
ProLiant Place;2511;1951;642;4051;2021-09-10
Synergy Golden Grand Hotel;1212;1122;660;4609;2021-09-10
Alletra Resort;3805;1821;681;4176;2021-09-10
GreenLake Digital Business Suites;2117;1478;909;4103;2021-09-10
Apollo Resort & Spa;3222;1553;707;4004;2021-09-10
Nimble Inn;2488;1001;850;4700;2021-09-10
Ezmeral Grand Hotel;3090;1370;676;4310;2021-09-10
Alletra Boutique Hotel;3636;1605;884;4650;2021-09-10
Simplivity Golden Plaza Hotel;3056;1799;946;4472;2021-09-10
Cray Villas;3600;1773;891;4265;2021-09-10
Apollo Diamond Suites;1807;1157;929;3952;2021-09-10
Apollo Towers;3327;1032;780;3600;2021-09-10
Alletra Diamond Grand Hotel;2285;1096;721;3007;2021-09-11
ProLiant Towers;3271;1484;682;4657;2021-09-11
Aruba Luxury Lodge;1591;1371;574;4054;2021-09-11
InfoSight Boutique Hotel;3963;1227;716;4941;2021-09-11
Primera Grand;2589;1449;919;4486;2021-09-11
dHCI Executive Boutique Hotel;1195;1760;770;4085;2021-09-11
ProLiant Haven;3595;1375;524;3942;2021-09-11
Apollo Executive Beach Resort;1749;1907;657;3768;2021-09-11
Aruba Lodge;2319;1853;735;3111;2021-09-11
Alletra Haven;1352;1090;723;3173;2021-09-11
dHCI Platinum Beach Resort;2812;1067;937;4049;2021-09-11
GreenLake Platinum Heritage Inn;1380;1074;863;3733;2021-09-11
Pointnext Signature Residences & Suites;3187;1772;572;4901;2021-09-11
ProLiant Place;3634;1479;618;4340;2021-09-11
Synergy Golden Grand Hotel;3249;1489;758;4475;2021-09-11
Alletra Resort;3782;1031;703;3382;2021-09-11
GreenLake Digital Business Suites;3241;1756;810;4513;2021-09-11
Apollo Resort & Spa;2692;1866;729;4834;2021-09-11
Nimble Inn;2281;1237;841;3032;2021-09-11
Ezmeral Grand Hotel;1667;1639;946;4430;2021-09-11
Alletra Boutique Hotel;3520;1076;519;3339;2021-09-11
Simplivity Golden Plaza Hotel;2374;1983;630;3560;2021-09-11
Cray Villas;2539;1502;631;4046;2021-09-11
Apollo Diamond Suites;2444;1943;773;4298;2021-09-11
Apollo Towers;2611;1765;858;4878;2021-09-11
Alletra Diamond Grand Hotel;3937;1361;610;3999;2021-09-12
ProLiant Towers;1988;1640;918;3852;2021-09-12
Aruba Luxury Lodge;3319;1253;759;4978;2021-09-12
InfoSight Boutique Hotel;2364;1201;675;3250;2021-09-12
Primera Grand;1638;1324;544;4862;2021-09-12
dHCI Executive Boutique Hotel;3319;1731;532;3137;2021-09-12
ProLiant Haven;1430;1289;830;3280;2021-09-12
Apollo Executive Beach Resort;1136;1959;830;4292;2021-09-12
Aruba Lodge;1291;1315;566;3701;2021-09-12
Alletra Haven;2777;1696;699;3334;2021-09-12
dHCI Platinum Beach Resort;2323;1136;820;3934;2021-09-12
GreenLake Platinum Heritage Inn;2875;1093;699;3103;2021-09-12
Pointnext Signature Residences & Suites;1052;1024;871;3861;2021-09-12
ProLiant Place;3996;1608;547;4898;2021-09-12
Synergy Golden Grand Hotel;2535;1340;660;3233;2021-09-12
Alletra Resort;2231;1543;783;4868;2021-09-12
GreenLake Digital Business Suites;3787;1095;545;3340;2021-09-12
Apollo Resort & Spa;1245;1392;634;3355;2021-09-12
Nimble Inn;1377;1125;895;3653;2021-09-12
Ezmeral Grand Hotel;2737;1649;864;3285;2021-09-12
Alletra Boutique Hotel;3973;1553;544;3353;2021-09-12
Simplivity Golden Plaza Hotel;3568;1591;632;3672;2021-09-12
Cray Villas;3565;1348;942;3489;2021-09-12
Apollo Diamond Suites;2411;1195;907;3305;2021-09-12
Apollo Towers;2766;1676;632;4715;2021-09-12
Alletra Diamond Grand Hotel;2869;1933;852;3704;2021-09-13
ProLiant Towers;1394;1039;700;4827;2021-09-13
Aruba Luxury Lodge;1168;1868;597;3793;2021-09-13
InfoSight Boutique Hotel;1988;1062;705;4161;2021-09-13
Primera Grand;1406;1146;699;4091;2021-09-13
dHCI Executive Boutique Hotel;3263;1187;618;3862;2021-09-13
ProLiant Haven;1027;1333;872;4642;2021-09-13
Apollo Executive Beach Resort;1858;1528;796;4144;2021-09-13
Aruba Lodge;3790;1334;652;4080;2021-09-13
Alletra Haven;2469;1453;696;3508;2021-09-13
dHCI Platinum Beach Resort;1578;1057;693;4119;2021-09-13
GreenLake Platinum Heritage Inn;1381;1506;641;3021;2021-09-13
Pointnext Signature Residences & Suites;3914;1144;715;3947;2021-09-13
ProLiant Place;1722;1312;883;4378;2021-09-13
Synergy Golden Grand Hotel;3748;1415;694;4096;2021-09-13
Alletra Resort;3202;1375;635;3372;2021-09-13
GreenLake Digital Business Suites;1525;1532;720;3693;2021-09-13
Apollo Resort & Spa;2892;1703;508;4122;2021-09-13
Nimble Inn;1162;1486;735;3974;2021-09-13
Ezmeral Grand Hotel;1250;1687;658;4266;2021-09-13
Alletra Boutique Hotel;1013;1162;753;4532;2021-09-13
Simplivity Golden Plaza Hotel;1610;1989;680;3724;2021-09-13
Cray Villas;2108;1952;560;4589;2021-09-13
Apollo Diamond Suites;3714;1410;602;3112;2021-09-13
Apollo Towers;3015;1019;529;3051;2021-09-13
Alletra Diamond Grand Hotel;2564;1556;573;3458;2021-09-14
ProLiant Towers;3338;1385;548;3836;2021-09-14
Aruba Luxury Lodge;2626;1931;948;3557;2021-09-14
InfoSight Boutique Hotel;1416;1017;862;4245;2021-09-14
Primera Grand;3252;1743;877;4806;2021-09-14
dHCI Executive Boutique Hotel;2909;1378;523;3669;2021-09-14
ProLiant Haven;2023;1097;590;3533;2021-09-14
Apollo Executive Beach Resort;2662;1640;742;3323;2021-09-14
Aruba Lodge;2154;1988;701;3541;2021-09-14
Alletra Haven;2520;1378;687;3154;2021-09-14
dHCI Platinum Beach Resort;1944;1802;925;4734;2021-09-14
GreenLake Platinum Heritage Inn;1838;1189;538;4250;2021-09-14
Pointnext Signature Residences & Suites;2501;1425;718;3098;2021-09-14
ProLiant Place;2860;1610;614;4850;2021-09-14
Synergy Golden Grand Hotel;2807;1382;882;4209;2021-09-14
Alletra Resort;1600;1681;880;4066;2021-09-14
GreenLake Digital Business Suites;3054;1808;664;4592;2021-09-14
Apollo Resort & Spa;1717;1330;935;3706;2021-09-14
Nimble Inn;2825;1388;549;3634;2021-09-14
Ezmeral Grand Hotel;1752;1789;876;3027;2021-09-14
Alletra Boutique Hotel;1130;1394;569;3501;2021-09-14
Simplivity Golden Plaza Hotel;1820;1555;886;4071;2021-09-14
Cray Villas;3310;1974;924;3141;2021-09-14
Apollo Diamond Suites;2473;1310;593;4575;2021-09-14
Apollo Towers;2498;1027;541;4599;2021-09-14
Alletra Diamond Grand Hotel;1065;1534;851;4296;2021-09-15
ProLiant Towers;2164;1078;603;3505;2021-09-15
Aruba Luxury Lodge;2503;1237;706;4452;2021-09-15
InfoSight Boutique Hotel;3059;1195;764;4730;2021-09-15
Primera Grand;2926;1795;673;3721;2021-09-15
dHCI Executive Boutique Hotel;3811;1548;747;4310;2021-09-15
ProLiant Haven;3254;1478;912;4096;2021-09-15
Apollo Executive Beach Resort;2636;1044;598;3338;2021-09-15
Aruba Lodge;3796;1527;596;3134;2021-09-15
Alletra Haven;2923;1903;857;3240;2021-09-15
dHCI Platinum Beach Resort;2220;1373;778;4057;2021-09-15
GreenLake Platinum Heritage Inn;1719;1722;660;3968;2021-09-15
Pointnext Signature Residences & Suites;3789;1787;768;4747;2021-09-15
ProLiant Place;1281;1223;716;3951;2021-09-15
Synergy Golden Grand Hotel;2409;1163;722;3892;2021-09-15
Alletra Resort;2377;1759;923;3151;2021-09-15
GreenLake Digital Business Suites;2251;1743;872;3262;2021-09-15
Apollo Resort & Spa;1665;1902;751;3077;2021-09-15
Nimble Inn;3037;1329;930;4714;2021-09-15
Ezmeral Grand Hotel;2456;1736;861;4628;2021-09-15
Alletra Boutique Hotel;3493;1256;908;4581;2021-09-15
Simplivity Golden Plaza Hotel;3306;1029;509;4751;2021-09-15
Cray Villas;3741;1942;721;3926;2021-09-15
Apollo Diamond Suites;3854;1552;653;3804;2021-09-15
Apollo Towers;1437;1324;754;4525;2021-09-15
Alletra Diamond Grand Hotel;2525;1657;694;3120;2021-09-16
ProLiant Towers;3359;1122;825;3169;2021-09-16
Aruba Luxury Lodge;2584;1075;580;3210;2021-09-16
InfoSight Boutique Hotel;3648;1123;833;3174;2021-09-16
Primera Grand;1899;1933;926;4190;2021-09-16
dHCI Executive Boutique Hotel;2234;1506;797;3775;2021-09-16
ProLiant Haven;2375;1824;551;4312;2021-09-16
Apollo Executive Beach Resort;3531;1205;747;4533;2021-09-16
Aruba Lodge;1796;1355;735;4397;2021-09-16
Alletra Haven;1049;1919;810;3886;2021-09-16
dHCI Platinum Beach Resort;2211;1121;804;3179;2021-09-16
GreenLake Platinum Heritage Inn;2356;1293;893;4941;2021-09-16
Pointnext Signature Residences & Suites;3476;1836;719;4976;2021-09-16
ProLiant Place;2788;1157;886;4407;2021-09-16
Synergy Golden Grand Hotel;2423;1593;540;4309;2021-09-16
Alletra Resort;3253;1374;941;4490;2021-09-16
GreenLake Digital Business Suites;2896;1639;641;4965;2021-09-16
Apollo Resort & Spa;1985;1657;870;3571;2021-09-16
Nimble Inn;2543;1873;896;4700;2021-09-16
Ezmeral Grand Hotel;2156;1419;924;3573;2021-09-16
Alletra Boutique Hotel;1044;1356;930;4081;2021-09-16
Simplivity Golden Plaza Hotel;2587;1623;821;4274;2021-09-16
Cray Villas;1344;1450;900;4513;2021-09-16
Apollo Diamond Suites;1603;1911;599;3213;2021-09-16
Apollo Towers;3010;1302;830;4076;2021-09-16
Alletra Diamond Grand Hotel;2372;1712;669;4841;2021-09-17
ProLiant Towers;3771;1999;872;3355;2021-09-17
Aruba Luxury Lodge;1687;1157;905;4077;2021-09-17
InfoSight Boutique Hotel;3771;1168;614;3872;2021-09-17
Primera Grand;2350;1096;702;4241;2021-09-17
dHCI Executive Boutique Hotel;2646;1163;673;3437;2021-09-17
ProLiant Haven;3623;1463;599;4657;2021-09-17
Apollo Executive Beach Resort;1858;1401;588;3205;2021-09-17
Aruba Lodge;3861;1588;804;4541;2021-09-17
Alletra Haven;2873;1450;761;4155;2021-09-17
dHCI Platinum Beach Resort;2966;1083;514;3332;2021-09-17
GreenLake Platinum Heritage Inn;3064;1541;811;3033;2021-09-17
Pointnext Signature Residences & Suites;1431;1382;944;4737;2021-09-17
ProLiant Place;3878;1593;715;3528;2021-09-17
Synergy Golden Grand Hotel;1933;1115;630;3237;2021-09-17
Alletra Resort;3296;1355;829;3489;2021-09-17
GreenLake Digital Business Suites;1737;2000;795;4141;2021-09-17
Apollo Resort & Spa;3157;1767;846;4692;2021-09-17
Nimble Inn;3213;1952;581;3070;2021-09-17
Ezmeral Grand Hotel;2662;1056;822;3723;2021-09-17
Alletra Boutique Hotel;1422;1684;571;3978;2021-09-17
Simplivity Golden Plaza Hotel;1438;1038;872;4351;2021-09-17
Cray Villas;1326;1097;694;3547;2021-09-17
Apollo Diamond Suites;1271;1637;776;3551;2021-09-17
Apollo Towers;1978;1987;760;3207;2021-09-17
Alletra Diamond Grand Hotel;3342;1554;511;3117;2021-09-18
ProLiant Towers;3558;1480;903;3303;2021-09-18
Aruba Luxury Lodge;2506;1109;711;4171;2021-09-18
InfoSight Boutique Hotel;3542;1574;673;3142;2021-09-18
Primera Grand;3660;1391;773;3479;2021-09-18
dHCI Executive Boutique Hotel;1591;1569;770;4271;2021-09-18
ProLiant Haven;2394;1693;769;4685;2021-09-18
Apollo Executive Beach Resort;2997;1883;917;3798;2021-09-18
Aruba Lodge;1248;1510;859;3995;2021-09-18
Alletra Haven;1214;1570;815;3700;2021-09-18
dHCI Platinum Beach Resort;2243;1798;889;4279;2021-09-18
GreenLake Platinum Heritage Inn;1058;1405;725;3904;2021-09-18
Pointnext Signature Residences & Suites;2695;1241;516;3404;2021-09-18
ProLiant Place;3669;1891;890;4319;2021-09-18
Synergy Golden Grand Hotel;1071;1582;746;4463;2021-09-18
Alletra Resort;3949;1223;901;4907;2021-09-18
GreenLake Digital Business Suites;2023;1643;855;3119;2021-09-18
Apollo Resort & Spa;3555;1571;754;3117;2021-09-18
Nimble Inn;2807;1523;543;3926;2021-09-18
Ezmeral Grand Hotel;3823;1947;796;4770;2021-09-18
Alletra Boutique Hotel;2413;1148;525;4994;2021-09-18
Simplivity Golden Plaza Hotel;3968;1689;809;4010;2021-09-18
Cray Villas;1787;1732;576;4635;2021-09-18
Apollo Diamond Suites;2714;1726;548;4092;2021-09-18
Apollo Towers;1605;1761;780;3808;2021-09-18
Alletra Diamond Grand Hotel;3125;1006;645;4940;2021-09-19
ProLiant Towers;3008;1418;674;3247;2021-09-19
Aruba Luxury Lodge;3286;1699;904;4782;2021-09-19
InfoSight Boutique Hotel;1206;1712;805;3328;2021-09-19
Primera Grand;2338;1610;685;4452;2021-09-19
dHCI Executive Boutique Hotel;2343;1260;805;4921;2021-09-19
ProLiant Haven;3921;1333;907;3487;2021-09-19
Apollo Executive Beach Resort;3765;1828;667;3148;2021-09-19
Aruba Lodge;3503;1299;535;3312;2021-09-19
Alletra Haven;1559;1492;580;3142;2021-09-19
dHCI Platinum Beach Resort;2094;1993;901;3164;2021-09-19
GreenLake Platinum Heritage Inn;1782;1860;775;3200;2021-09-19
Pointnext Signature Residences & Suites;2190;1284;675;4692;2021-09-19
ProLiant Place;2773;1474;636;4700;2021-09-19
Synergy Golden Grand Hotel;2360;1117;848;4257;2021-09-19
Alletra Resort;2477;1514;527;4044;2021-09-19
GreenLake Digital Business Suites;3053;1248;881;3540;2021-09-19
Apollo Resort & Spa;3410;1840;642;3324;2021-09-19
Nimble Inn;3536;1356;615;3383;2021-09-19
Ezmeral Grand Hotel;3215;1608;554;4194;2021-09-19
Alletra Boutique Hotel;2157;1381;546;3680;2021-09-19
Simplivity Golden Plaza Hotel;3484;1924;765;4191;2021-09-19
Cray Villas;3832;1129;732;3565;2021-09-19
Apollo Diamond Suites;1145;1194;560;3742;2021-09-19
Apollo Towers;3200;1487;630;3835;2021-09-19
Alletra Diamond Grand Hotel;2668;1981;730;3294;2021-09-20
ProLiant Towers;1140;1722;684;3969;2021-09-20
Aruba Luxury Lodge;2686;1279;665;4913;2021-09-20
InfoSight Boutique Hotel;2702;1088;664;4671;2021-09-20
Primera Grand;3080;1628;723;3224;2021-09-20
dHCI Executive Boutique Hotel;3909;1908;775;3268;2021-09-20
ProLiant Haven;3135;1133;586;3139;2021-09-20
Apollo Executive Beach Resort;2966;1249;755;3575;2021-09-20
Aruba Lodge;3669;1228;869;4029;2021-09-20
Alletra Haven;2353;1766;561;4691;2021-09-20
dHCI Platinum Beach Resort;3877;1609;535;4988;2021-09-20
GreenLake Platinum Heritage Inn;3107;1471;643;3193;2021-09-20
Pointnext Signature Residences & Suites;2454;1748;513;3231;2021-09-20
ProLiant Place;3459;1687;852;3052;2021-09-20
Synergy Golden Grand Hotel;2453;1156;943;3809;2021-09-20
Alletra Resort;2993;1401;706;4888;2021-09-20
GreenLake Digital Business Suites;2577;1098;887;3747;2021-09-20
Apollo Resort & Spa;1226;1463;854;4500;2021-09-20
Nimble Inn;1400;1257;809;4663;2021-09-20
Ezmeral Grand Hotel;3242;1334;760;3776;2021-09-20
Alletra Boutique Hotel;2170;1903;695;4500;2021-09-20
Simplivity Golden Plaza Hotel;3743;1266;832;4081;2021-09-20
Cray Villas;1399;1587;669;4975;2021-09-20
Apollo Diamond Suites;2450;1852;572;3898;2021-09-20
Apollo Towers;3196;1844;806;4862;2021-09-20
Alletra Diamond Grand Hotel;3066;1337;526;3459;2021-09-21
ProLiant Towers;3135;1373;680;4334;2021-09-21
Aruba Luxury Lodge;3781;1963;575;3140;2021-09-21
InfoSight Boutique Hotel;2890;1276;863;3720;2021-09-21
Primera Grand;3946;1391;504;4545;2021-09-21
dHCI Executive Boutique Hotel;3320;1872;511;3795;2021-09-21
ProLiant Haven;1362;1402;936;4242;2021-09-21
Apollo Executive Beach Resort;2526;1926;546;4380;2021-09-21
Aruba Lodge;2688;1306;701;4254;2021-09-21
Alletra Haven;3189;1881;701;4004;2021-09-21
dHCI Platinum Beach Resort;2957;1996;877;4176;2021-09-21
GreenLake Platinum Heritage Inn;2325;1990;731;3048;2021-09-21
Pointnext Signature Residences & Suites;2382;1028;747;3168;2021-09-21
ProLiant Place;2311;1364;630;4876;2021-09-21
Synergy Golden Grand Hotel;3637;1205;834;3271;2021-09-21
Alletra Resort;2115;1095;707;3519;2021-09-21
GreenLake Digital Business Suites;1384;1829;532;3338;2021-09-21
Apollo Resort & Spa;3511;1759;673;3571;2021-09-21
Nimble Inn;2441;1067;794;3865;2021-09-21
