hotel_nombre;fecha;tasa_ocupacion;reservas_confirmadas;cancelaciones;precio_promedio_noche
Synergy Golden Grand Hotel;27/06/2021;91;187;24;20659
Alletra Resort;27/06/2021;96;341;30;19902
GreenLake Digital Business Suites;27/06/2021;80;345;26;16076
Apollo Resort & Spa;27/06/2021;90;220;38;20433
Nimble Inn;27/06/2021;99;213;20;24065
Ezmeral Grand Hotel;27/06/2021;78;313;59;16959
Alletra Boutique Hotel;27/06/2021;88;190;26;15981
Simplivity Golden Plaza Hotel;27/06/2021;92;336;61;19641
Cray Villas;27/06/2021;86;266;13;2912
Apollo Diamond Suites;27/06/2021;100;300;57;25043
Apollo Towers;27/06/2021;80;193;34;16911
Alletra Diamond Grand Hotel;28/06/2021;78;185;21;26237
ProLiant Towers;28/06/2021;84;366;21;27351
Aruba Luxury Lodge;28/06/2021;74;188;22;18164
InfoSight Boutique Hotel;28/06/2021;80;313;28;17049
Primera Grand;28/06/2021;71;233;42;23418
dHCI Executive Boutique Hotel;28/06/2021;79;334;42;15476
ProLiant Haven;28/06/2021;79;163;8;19395
Apollo Executive Beach Resort;28/06/2021;90;298;47;16427
Aruba Lodge;28/06/2021;91;299;19;29794
Alletra Haven;28/06/2021;87;372;64;22811
dHCI Platinum Beach Resort;28/06/2021;73;209;29;25041
GreenLake Platinum Heritage Inn;28/06/2021;85;173;24;15957
Pointnext Signature Residences & Suites;28/06/2021;93;417;64;19805
ProLiant Place;28/06/2021;79;224;13;19181
Synergy Golden Grand Hotel;28/06/2021;92;256;42;18802
Alletra Resort;28/06/2021;88;405;59;23985
GreenLake Digital Business Suites;28/06/2021;85;412;23;20573
Apollo Resort & Spa;28/06/2021;79;294;28;1880
Nimble Inn;28/06/2021;71;153;8;21588
Ezmeral Grand Hotel;28/06/2021;86;178;15;14376
Alletra Boutique Hotel;28/06/2021;72;215;39;16186
Simplivity Golden Plaza Hotel;28/06/2021;79;191;31;28281
Cray Villas;28/06/2021;87;191;18;23832
Apollo Diamond Suites;28/06/2021;86;230;31;24157
Apollo Towers;28/06/2021;88;183;12;14391
Alletra Diamond Grand Hotel;29/06/2021;89;184;29;23066
ProLiant Towers;29/06/2021;91;213;36;29475
Aruba Luxury Lodge;29/06/2021;85;302;42;14983
InfoSight Boutique Hotel;29/06/2021;88;387;68;22802
Primera Grand;29/06/2021;76;257;45;15702
dHCI Executive Boutique Hotel;29/06/2021;81;367;41;28503
ProLiant Haven;29/06/2021;92;321;46;19624
Apollo Executive Beach Resort;29/06/2021;95;375;71;22233
Aruba Lodge;29/06/2021;75;167;27;18682
Alletra Haven;29/06/2021;71;256;24;23676
dHCI Platinum Beach Resort;29/06/2021;76;276;54;15764
GreenLake Platinum Heritage Inn;29/06/2021;81;366;39;15568
Pointnext Signature Residences & Suites;29/06/2021;91;268;25;22212
ProLiant Place;29/06/2021;95;364;61;29134
Synergy Golden Grand Hotel;29/06/2021;76;252;35;23804
Alletra Resort;29/06/2021;80;273;15;18242
GreenLake Digital Business Suites;29/06/2021;88;226;26;28207
Apollo Resort & Spa;29/06/2021;95;191;13;24803
Nimble Inn;29/06/2021;81;331;45;24375
Ezmeral Grand Hotel;29/06/2021;86;177;12;27047
Alletra Boutique Hotel;29/06/2021;78;344;20;13979
Simplivity Golden Plaza Hotel;29/06/2021;74;331;63;12514
Cray Villas;29/06/2021;91;320;28;24415
Apollo Diamond Suites;29/06/2021;93;217;10;21078
Apollo Towers;29/06/2021;82;362;70;26325
Alletra Diamond Grand Hotel;30/06/2021;92;327;42;15631
ProLiant Towers;30/06/2021;86;412;42;21552
Aruba Luxury Lodge;30/06/2021;91;392;49;27266
InfoSight Boutique Hotel;30/06/2021;75;312;33;15699
Primera Grand;30/06/2021;74;241;35;19659
dHCI Executive Boutique Hotel;30/06/2021;75;321;58;26894
ProLiant Haven;30/06/2021;78;216;16;13635
Apollo Executive Beach Resort;30/06/2021;84;376;33;14804
Aruba Lodge;30/06/2021;89;266;47;14698
Alletra Haven;30/06/2021;79;317;44;2587
dHCI Platinum Beach Resort;30/06/2021;92;404;77;30738
GreenLake Platinum Heritage Inn;30/06/2021;91;404;37;25925
Pointnext Signature Residences & Suites;30/06/2021;81;363;56;20957
ProLiant Place;30/06/2021;91;271;53;19998
Synergy Golden Grand Hotel;30/06/2021;74;244;44;2710
Alletra Resort;30/06/2021;81;351;59;29073
GreenLake Digital Business Suites;30/06/2021;85;352;40;2521
Apollo Resort & Spa;30/06/2021;78;367;27;22679
Nimble Inn;30/06/2021;89;326;44;21314
Ezmeral Grand Hotel;30/06/2021;77;230;29;18609
Alletra Boutique Hotel;30/06/2021;73;311;24;16096
Simplivity Golden Plaza Hotel;30/06/2021;72;297;23;23831
Cray Villas;30/06/2021;95;191;34;1703
Apollo Diamond Suites;30/06/2021;91;350;47;18372
Apollo Towers;30/06/2021;76;321;49;22749
Alletra Diamond Grand Hotel;01/07/2021;74;153;21;18535
ProLiant Towers;01/07/2021;75;228;12;17773
Aruba Luxury Lodge;01/07/2021;81;316;21;22307
InfoSight Boutique Hotel;01/07/2021;78;350;66;1378
Primera Grand;01/07/2021;83;330;37;1978
dHCI Executive Boutique Hotel;01/07/2021;83;224;39;13881
ProLiant Haven;01/07/2021;84;266;43;2068
Apollo Executive Beach Resort;01/07/2021;89;256;15;16269
Aruba Lodge;01/07/2021;93;430;33;30385
Alletra Haven;01/07/2021;95;343;36;16876
dHCI Platinum Beach Resort;01/07/2021;77;381;34;18495
GreenLake Platinum Heritage Inn;01/07/2021;79;291;34;21616
Pointnext Signature Residences & Suites;01/07/2021;79;271;23;14707
ProLiant Place;01/07/2021;71;245;31;13724
Synergy Golden Grand Hotel;01/07/2021;77;158;25;27483
Alletra Resort;01/07/2021;95;191;18;2739
GreenLake Digital Business Suites;01/07/2021;78;296;47;22908
Apollo Resort & Spa;01/07/2021;91;438;69;3012
Nimble Inn;01/07/2021;75;192;21;14318
Ezmeral Grand Hotel;01/07/2021;95;375;44;29413
Alletra Boutique Hotel;01/07/2021;84;400;48;14582
Simplivity Golden Plaza Hotel;01/07/2021;90;237;37;15688
Cray Villas;01/07/2021;85;372;21;2735
Apollo Diamond Suites;01/07/2021;74;273;43;17324
Apollo Towers;01/07/2021;81;300;25;2568
Alletra Diamond Grand Hotel;02/07/2021;86;366;48;21921
ProLiant Towers;02/07/2021;85;336;32;14472
Aruba Luxury Lodge;02/07/2021;95;456;57;25899
InfoSight Boutique Hotel;02/07/2021;73;176;30;22088
Primera Grand;02/07/2021;91;274;51;23505
dHCI Executive Boutique Hotel;02/07/2021;93;238;45;18219
ProLiant Haven;02/07/2021;93;406;72;32667
Apollo Executive Beach Resort;02/07/2021;93;227;17;30306
Aruba Lodge;02/07/2021;82;251;46;18893
Alletra Haven;02/07/2021;93;274;45;24815
dHCI Platinum Beach Resort;02/07/2021;85;334;55;18276
GreenLake Platinum Heritage Inn;02/07/2021;70;228;23;16962
Pointnext Signature Residences & Suites;02/07/2021;94;337;28;2155
ProLiant Place;02/07/2021;80;326;18;14806
Synergy Golden Grand Hotel;02/07/2021;94;433;26;28787
Alletra Resort;02/07/2021;86;405;20;26873
GreenLake Digital Business Suites;02/07/2021;73;184;25;1621
Apollo Resort & Spa;02/07/2021;81;174;25;17965
Nimble Inn;02/07/2021;74;242;16;16436
Ezmeral Grand Hotel;02/07/2021;72;299;48;24562
Alletra Boutique Hotel;02/07/2021;88;420;53;18312
Simplivity Golden Plaza Hotel;02/07/2021;88;255;30;20224
Cray Villas;02/07/2021;79;213;18;18854
Apollo Diamond Suites;02/07/2021;83;266;24;26192
Apollo Towers;02/07/2021;74;315;26;23045
Alletra Diamond Grand Hotel;03/07/2021;100;240;44;1823
ProLiant Towers;03/07/2021;80;366;38;15922
Aruba Luxury Lodge;03/07/2021;100;218;43;30407
InfoSight Boutique Hotel;03/07/2021;89;377;49;17366
Primera Grand;03/07/2021;80;215;37;2153
dHCI Executive Boutique Hotel;03/07/2021;84;316;55;20497
ProLiant Haven;03/07/2021;92;350;68;19301
Apollo Executive Beach Resort;03/07/2021;97;421;62;2312
Aruba Lodge;03/07/2021;96;296;56;24631
Alletra Haven;03/07/2021;91;420;28;1693
dHCI Platinum Beach Resort;03/07/2021;90;311;15;31183
GreenLake Platinum Heritage Inn;03/07/2021;95;374;31;20944
Pointnext Signature Residences & Suites;03/07/2021;89;353;56;17651
ProLiant Place;03/07/2021;84;261;39;14646
Synergy Golden Grand Hotel;03/07/2021;96;237;35;16419
Alletra Resort;03/07/2021;99;464;56;32059
GreenLake Digital Business Suites;03/07/2021;98;262;13;30231
Apollo Resort & Spa;03/07/2021;100;235;30;34359
Nimble Inn;03/07/2021;93;191;18;30482
Ezmeral Grand Hotel;03/07/2021;92;237;28;26641
Alletra Boutique Hotel;03/07/2021;95;252;18;19739
Simplivity Golden Plaza Hotel;03/07/2021;98;270;22;21956
Cray Villas;03/07/2021;97;217;24;28022
Apollo Diamond Suites;03/07/2021;100;452;72;27762
Apollo Towers;03/07/2021;100;256;15;25336
Alletra Diamond Grand Hotel;04/07/2021;94;195;19;23266
ProLiant Towers;04/07/2021;85;296;55;22207
Aruba Luxury Lodge;04/07/2021;91;347;58;24206
InfoSight Boutique Hotel;04/07/2021;100;445;80;30587
Primera Grand;04/07/2021;77;350;51;12826
dHCI Executive Boutique Hotel;04/07/2021;100;489;31;3206
ProLiant Haven;04/07/2021;100;406;35;3156
Apollo Executive Beach Resort;04/07/2021;100;362;24;25349
Aruba Lodge;04/07/2021;83;401;53;2590
Alletra Haven;04/07/2021;86;331;30;27464
dHCI Platinum Beach Resort;04/07/2021;81;362;43;22472
GreenLake Platinum Heritage Inn;04/07/2021;100;276;26;15086
Pointnext Signature Residences & Suites;04/07/2021;95;337;40;32294
ProLiant Place;04/07/2021;100;466;75;23697
Synergy Golden Grand Hotel;04/07/2021;100;498;67;31174
Alletra Resort;04/07/2021;99;463;65;27177
GreenLake Digital Business Suites;04/07/2021;86;241;17;29168
Apollo Resort & Spa;04/07/2021;88;231;27;29368
Nimble Inn;04/07/2021;90;312;60;28193
Ezmeral Grand Hotel;04/07/2021;92;193;38;27454
Alletra Boutique Hotel;04/07/2021;100;329;30;23504
Simplivity Golden Plaza Hotel;04/07/2021;80;219;22;22292
Cray Villas;04/07/2021;92;237;22;29235
Apollo Diamond Suites;04/07/2021;80;305;20;13302
Apollo Towers;04/07/2021;86;265;14;19315
Alletra Diamond Grand Hotel;05/07/2021;94;333;57;32777
ProLiant Towers;05/07/2021;92;294;27;28219
Aruba Luxury Lodge;05/07/2021;70;257;34;19789
InfoSight Boutique Hotel;05/07/2021;75;297;39;16142
Primera Grand;05/07/2021;87;339;50;13891
dHCI Executive Boutique Hotel;05/07/2021;80;244;23;17378
ProLiant Haven;05/07/2021;94;461;59;2562
Apollo Executive Beach Resort;05/07/2021;75;345;46;1403
Aruba Lodge;05/07/2021;74;212;31;14307
Alletra Haven;05/07/2021;93;234;15;22447
dHCI Platinum Beach Resort;05/07/2021;77;245;27;18355
GreenLake Platinum Heritage Inn;05/07/2021;86;370;50;17978
Pointnext Signature Residences & Suites;05/07/2021;75;368;34;22305
ProLiant Place;05/07/2021;90;267;25;27943
Synergy Golden Grand Hotel;05/07/2021;72;191;15;13516
Alletra Resort;05/07/2021;77;238;42;21871
GreenLake Digital Business Suites;05/07/2021;77;294;27;27596
Apollo Resort & Spa;05/07/2021;90;445;62;16273
Nimble Inn;05/07/2021;90;209;20;25255
Ezmeral Grand Hotel;05/07/2021;93;412;68;3238
Alletra Boutique Hotel;05/07/2021;85;376;32;28672
Simplivity Golden Plaza Hotel;05/07/2021;76;172;14;18712
Cray Villas;05/07/2021;80;194;9;18101
Apollo Diamond Suites;05/07/2021;78;251;17;12966
Apollo Towers;05/07/2021;90;262;22;26711
Alletra Diamond Grand Hotel;06/07/2021;76;351;24;18214
ProLiant Towers;06/07/2021;80;261;40;28366
Aruba Luxury Lodge;06/07/2021;71;163;10;21791
InfoSight Boutique Hotel;06/07/2021;79;272;52;19662
Primera Grand;06/07/2021;78;357;42;20733
dHCI Executive Boutique Hotel;06/07/2021;74;297;59;15603
ProLiant Haven;06/07/2021;95;352;46;32046
Apollo Executive Beach Resort;06/07/2021;73;268;33;26117
Aruba Lodge;06/07/2021;86;387;74;20379
Alletra Haven;06/07/2021;81;348;58;14288
dHCI Platinum Beach Resort;06/07/2021;95;265;13;28383
GreenLake Platinum Heritage Inn;06/07/2021;73;286;25;26424
Pointnext Signature Residences & Suites;06/07/2021;74;289;26;21581
ProLiant Place;06/07/2021;73;303;51;22598
Synergy Golden Grand Hotel;06/07/2021;74;168;10;18881
Alletra Resort;06/07/2021;70;288;40;2305
GreenLake Digital Business Suites;06/07/2021;95;280;16;31399
Apollo Resort & Spa;06/07/2021;94;264;34;15547
Nimble Inn;06/07/2021;78;196;18;23535
Ezmeral Grand Hotel;06/07/2021;87;318;36;17326
Alletra Boutique Hotel;06/07/2021;75;154;9;15298
Simplivity Golden Plaza Hotel;06/07/2021;86;228;27;14558
Cray Villas;06/07/2021;84;215;19;18991
Apollo Diamond Suites;06/07/2021;87;345;17;30083
Apollo Towers;06/07/2021;83;187;36;27045
Alletra Diamond Grand Hotel;07/07/2021;94;380;69;30601
ProLiant Towers;07/07/2021;93;421;40;29614
Aruba Luxury Lodge;07/07/2021;82;346;37;16383
InfoSight Boutique Hotel;07/07/2021;83;183;10;29291
Primera Grand;07/07/2021;94;405;67;30694
dHCI Executive Boutique Hotel;07/07/2021;78;262;24;22607
ProLiant Haven;07/07/2021;83;191;37;22015
Apollo Executive Beach Resort;07/07/2021;71;227;20;23156
Aruba Lodge;07/07/2021;92;376;55;20029
Alletra Haven;07/07/2021;78;257;45;25637
dHCI Platinum Beach Resort;07/07/2021;86;197;37;1478
GreenLake Platinum Heritage Inn;07/07/2021;79;253;24;16129
Pointnext Signature Residences & Suites;07/07/2021;74;359;65;23507
ProLiant Place;07/07/2021;84;290;22;26823
Synergy Golden Grand Hotel;07/07/2021;72;214;37;1606
Alletra Resort;07/07/2021;77;310;20;1707
GreenLake Digital Business Suites;07/07/2021;84;269;42;26191
Apollo Resort & Spa;07/07/2021;77;372;48;16235
Nimble Inn;07/07/2021;87;407;46;30854
Ezmeral Grand Hotel;07/07/2021;76;308;18;26627
Alletra Boutique Hotel;07/07/2021;79;231;40;28297
Simplivity Golden Plaza Hotel;07/07/2021;91;422;65;20758
Cray Villas;07/07/2021;74;272;22;14649
Apollo Diamond Suites;07/07/2021;88;274;23;17793
Apollo Towers;07/07/2021;93;196;16;17629
Alletra Diamond Grand Hotel;08/07/2021;88;425;41;16829
ProLiant Towers;08/07/2021;76;283;14;25741
Aruba Luxury Lodge;08/07/2021;84;214;42;16057
InfoSight Boutique Hotel;08/07/2021;80;200;18;26471
Primera Grand;08/07/2021;78;198;36;16537
dHCI Executive Boutique Hotel;08/07/2021;94;213;13;17921
ProLiant Haven;08/07/2021;85;223;15;29664
Apollo Executive Beach Resort;08/07/2021;83;346;47;27701
Aruba Lodge;08/07/2021;85;183;29;2910
Alletra Haven;08/07/2021;89;342;45;18651
dHCI Platinum Beach Resort;08/07/2021;75;336;23;17422
GreenLake Platinum Heritage Inn;08/07/2021;92;316;44;31862
Pointnext Signature Residences & Suites;08/07/2021;87;424;63;28366
ProLiant Place;08/07/2021;80;232;36;24576
Synergy Golden Grand Hotel;08/07/2021;70;212;14;24494
Alletra Resort;08/07/2021;93;361;61;23711
GreenLake Digital Business Suites;08/07/2021;72;281;48;14764
Apollo Resort & Spa;08/07/2021;86;202;27;21486
Nimble Inn;08/07/2021;83;277;31;29667
Ezmeral Grand Hotel;08/07/2021;86;295;50;23047
Alletra Boutique Hotel;08/07/2021;84;269;14;23553
Simplivity Golden Plaza Hotel;08/07/2021;92;221;26;29129
Cray Villas;08/07/2021;74;259;18;24166
Apollo Diamond Suites;08/07/2021;83;215;28;24337
Apollo Towers;08/07/2021;92;397;32;15518
Alletra Diamond Grand Hotel;09/07/2021;89;326;63;20795
ProLiant Towers;09/07/2021;85;269;13;21952
Aruba Luxury Lodge;09/07/2021;74;357;49;27127
InfoSight Boutique Hotel;09/07/2021;83;292;56;22324
Primera Grand;09/07/2021;94;361;37;21059
dHCI Executive Boutique Hotel;09/07/2021;90;207;22;28542
ProLiant Haven;09/07/2021;91;389;23;25857
Apollo Executive Beach Resort;09/07/2021;73;313;57;24962
Aruba Lodge;09/07/2021;76;178;27;16624
Alletra Haven;09/07/2021;80;219;20;21307
dHCI Platinum Beach Resort;09/07/2021;76;259;19;26423
GreenLake Platinum Heritage Inn;09/07/2021;94;459;90;25334
Pointnext Signature Residences & Suites;09/07/2021;90;228;44;14308
ProLiant Place;09/07/2021;80;291;16;16873
Synergy Golden Grand Hotel;09/07/2021;81;271;49;17719
Alletra Resort;09/07/2021;72;258;23;18152
GreenLake Digital Business Suites;09/07/2021;88;350;58;25771
Apollo Resort & Spa;09/07/2021;71;331;53;22195
Nimble Inn;09/07/2021;72;314;51;12984
Ezmeral Grand Hotel;09/07/2021;92;254;26;16614
Alletra Boutique Hotel;09/07/2021;73;266;45;14465
Simplivity Golden Plaza Hotel;09/07/2021;92;391;34;2936
Cray Villas;09/07/2021;89;302;49;28771
Apollo Diamond Suites;09/07/2021;71;183;19;13654
Apollo Towers;09/07/2021;83;377;52;20311
Alletra Diamond Grand Hotel;10/07/2021;97;381;66;20505
ProLiant Towers;10/07/2021;78;181;34;13273
Aruba Luxury Lodge;10/07/2021;100;402;74;19871
InfoSight Boutique Hotel;10/07/2021;86;302;31;14068
Primera Grand;10/07/2021;98;306;36;23257
dHCI Executive Boutique Hotel;10/07/2021;94;346;55;28557
ProLiant Haven;10/07/2021;90;252;36;1988
Apollo Executive Beach Resort;10/07/2021;95;351;30;26845
Aruba Lodge;10/07/2021;95;206;33;17206
Alletra Haven;10/07/2021;80;375;21;13194
dHCI Platinum Beach Resort;10/07/2021;96;268;32;15503
GreenLake Platinum Heritage Inn;10/07/2021;83;361;35;23469
Pointnext Signature Residences & Suites;10/07/2021;79;357;66;13429
ProLiant Place;10/07/2021;92;295;49;21429
Synergy Golden Grand Hotel;10/07/2021;82;287;56;22992
Alletra Resort;10/07/2021;79;366;22;15434
GreenLake Digital Business Suites;10/07/2021;82;379;32;20656
Apollo Resort & Spa;10/07/2021;100;272;36;19727
Nimble Inn;10/07/2021;97;410;49;31746
Ezmeral Grand Hotel;10/07/2021;80;371;46;23015
Alletra Boutique Hotel;10/07/2021;82;312;18;25872
Simplivity Golden Plaza Hotel;10/07/2021;93;258;33;15927
Cray Villas;10/07/2021;93;305;23;27075
Apollo Diamond Suites;10/07/2021;96;269;14;3148
Apollo Towers;10/07/2021;92;365;51;31465
Alletra Diamond Grand Hotel;11/07/2021;91;366;19;2162
ProLiant Towers;11/07/2021;99;264;23;24186
Aruba Luxury Lodge;11/07/2021;93;293;29;30243
InfoSight Boutique Hotel;11/07/2021;100;215;17;19507
Primera Grand;11/07/2021;77;266;13;25839
dHCI Executive Boutique Hotel;11/07/2021;84;284;51;25027
ProLiant Haven;11/07/2021;100;391;74;21015
Apollo Executive Beach Resort;11/07/2021;100;446;61;21205
Aruba Lodge;11/07/2021;84;309;41;20729
Alletra Haven;11/07/2021;97;285;20;31232
dHCI Platinum Beach Resort;11/07/2021;100;201;17;25503
GreenLake Platinum Heritage Inn;11/07/2021;96;441;45;27758
Pointnext Signature Residences & Suites;11/07/2021;100;327;34;31149
ProLiant Place;11/07/2021;100;324;37;15794
Synergy Golden Grand Hotel;11/07/2021;97;418;42;25782
Alletra Resort;11/07/2021;77;258;19;24844
GreenLake Digital Business Suites;11/07/2021;100;264;17;29243
Apollo Resort & Spa;11/07/2021;100;343;17;15523
Nimble Inn;11/07/2021;100;340;64;22368
Ezmeral Grand Hotel;11/07/2021;100;400;62;26775
Alletra Boutique Hotel;11/07/2021;100;320;49;19183
Simplivity Golden Plaza Hotel;11/07/2021;100;415;41;29914
Cray Villas;11/07/2021;87;292;32;18491
Apollo Diamond Suites;11/07/2021;94;428;51;25683
Apollo Towers;11/07/2021;82;232;27;14082
Alletra Diamond Grand Hotel;12/07/2021;74;209;15;21035
ProLiant Towers;12/07/2021;91;415;44;23315
Aruba Luxury Lodge;12/07/2021;70;215;12;2353
InfoSight Boutique Hotel;12/07/2021;88;256;18;25401
Primera Grand;12/07/2021;88;371;71;21606
dHCI Executive Boutique Hotel;12/07/2021;85;354;24;16339
ProLiant Haven;12/07/2021;91;437;44;1542
Apollo Executive Beach Resort;12/07/2021;92;378;19;26942
Aruba Lodge;12/07/2021;70;146;12;18607
Alletra Haven;12/07/2021;83;284;32;19418
dHCI Platinum Beach Resort;12/07/2021;84;185;32;18166
GreenLake Platinum Heritage Inn;12/07/2021;80;306;57;15846
Pointnext Signature Residences & Suites;12/07/2021;83;230;31;2140
ProLiant Place;12/07/2021;88;318;19;19036
Synergy Golden Grand Hotel;12/07/2021;72;298;22;25075
Alletra Resort;12/07/2021;81;308;47;29049
GreenLake Digital Business Suites;12/07/2021;75;355;30;20315
Apollo Resort & Spa;12/07/2021;77;346;63;24228
Nimble Inn;12/07/2021;78;344;61;18772
Ezmeral Grand Hotel;12/07/2021;76;234;37;15894
Alletra Boutique Hotel;12/07/2021;95;443;38;16468
Simplivity Golden Plaza Hotel;12/07/2021;78;308;46;19267
Cray Villas;12/07/2021;83;182;18;13588
Apollo Diamond Suites;12/07/2021;86;265;33;1897
Apollo Towers;12/07/2021;76;286;55;13061
Alletra Diamond Grand Hotel;13/07/2021;75;316;18;24782
ProLiant Towers;13/07/2021;89;206;12;24439
Aruba Luxury Lodge;13/07/2021;78;250;22;17564
InfoSight Boutique Hotel;13/07/2021;79;394;51;26385
Primera Grand;13/07/2021;85;252;23;29364
dHCI Executive Boutique Hotel;13/07/2021;71;347;66;13678
ProLiant Haven;13/07/2021;90;202;19;25412
Apollo Executive Beach Resort;13/07/2021;94;291;26;25547
Aruba Lodge;13/07/2021;95;439;48;19532
Alletra Haven;13/07/2021;75;354;69;19012
dHCI Platinum Beach Resort;13/07/2021;82;184;11;19789
GreenLake Platinum Heritage Inn;13/07/2021;78;271;50;25991
Pointnext Signature Residences & Suites;13/07/2021;89;359;31;31501
ProLiant Place;13/07/2021;71;196;39;21524
Synergy Golden Grand Hotel;13/07/2021;82;181;11;15961
Alletra Resort;13/07/2021;95;318;50;29519
GreenLake Digital Business Suites;13/07/2021;87;421;59;18151
Apollo Resort & Spa;13/07/2021;83;253;40;28534
Nimble Inn;13/07/2021;72;326;56;14677
Ezmeral Grand Hotel;13/07/2021;71;345;21;14083
Alletra Boutique Hotel;13/07/2021;74;276;38;17588
Simplivity Golden Plaza Hotel;13/07/2021;92;269;34;32599
Cray Villas;13/07/2021;95;321;35;33286
Apollo Diamond Suites;13/07/2021;92;246;36;30313
Apollo Towers;13/07/2021;76;216;19;15108
Alletra Diamond Grand Hotel;14/07/2021;72;245;25;26356
ProLiant Towers;14/07/2021;83;366;26;20175
Aruba Luxury Lodge;14/07/2021;85;385;37;20317
InfoSight Boutique Hotel;14/07/2021;70;291;41;20796
Primera Grand;14/07/2021;72;346;52;24855
dHCI Executive Boutique Hotel;14/07/2021;82;226;31;20585
ProLiant Haven;14/07/2021;95;261;36;22332
Apollo Executive Beach Resort;14/07/2021;90;353;19;28012
Aruba Lodge;14/07/2021;88;397;43;23245
Alletra Haven;14/07/2021;91;187;36;28349
dHCI Platinum Beach Resort;14/07/2021;77;200;15;24639
GreenLake Platinum Heritage Inn;14/07/2021;70;177;21;25429
Pointnext Signature Residences & Suites;14/07/2021;71;293;43;13237
ProLiant Place;14/07/2021;95;376;73;26051
Synergy Golden Grand Hotel;14/07/2021;71;342;51;16451
